listing_id,number_of_reviews,first_review,last_review,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
1009838,56,6/17/13,9/21/15,1.8,90,9,9,10,10,9,9
1012003,12,5/7/13,8/25/15,0.37,98,10,10,10,10,10,10
1018204,79,4/26/13,12/18/15,2.41,84,9,9,9,9,9,9
1022135,7,6/19/13,8/30/15,0.23,88,10,9,9,10,7,9
1023693,119,8/5/13,12/6/15,4.04,98,10,10,10,10,10,10
1027860,2,8/30/13,7/11/14,0.07,100,10,10,10,10,10,10
1029680,6,6/16/14,7/12/15,0.32,93,9,9,10,10,9,9
1030411,3,6/22/14,12/28/14,0.16,100,10,10,9,10,10,10
1030615,83,4/6/13,11/1/15,2.48,99,10,10,10,10,10,10
1039766,147,7/1/13,12/20/15,4.8,89,9,8,10,10,10,9
1042022,105,5/3/13,11/7/15,3.22,94,10,10,10,10,10,9
1043194,21,8/15/13,9/1/15,0.72,98,10,10,10,10,10,9
1048798,106,4/25/13,12/21/15,3.23,99,10,10,10,10,10,10
1049293,7,7/4/15,8/22/15,1.14,94,10,10,9,10,10,9
1055661,15,6/3/13,11/22/15,0.48,100,10,10,10,10,10,10
1060467,62,6/10/13,10/18/15,1.98,91,9,10,9,9,9,9
1063855,11,7/7/13,8/27/15,0.36,95,9,10,10,10,9,9
1069562,25,2/3/15,12/26/15,2.23,96,10,10,10,10,9,9
1071843,135,5/5/13,1/1/16,4.15,96,10,10,10,10,10,10
1080097,100,4/21/13,10/7/15,3.03,93,9,10,10,10,9,9
1084046,11,10/28/13,10/3/15,0.41,96,9,9,10,10,10,10
1084084,10,10/5/13,11/17/15,0.36,94,10,9,10,10,10,8
1090307,81,5/2/13,10/5/15,2.48,98,10,10,10,10,10,10
1090449,135,5/10/13,12/30/15,4.18,95,9,9,10,10,10,9
1095207,2,7/8/13,5/28/15,0.07,100,10,10,9,10,10,10
1097520,90,5/19/13,11/29/15,2.81,96,10,10,10,10,9,10
1097766,10,7/12/15,11/8/15,1.69,96,10,10,10,10,9,10
1100686,72,5/25/14,12/27/15,3.66,94,10,9,10,10,10,9
1100714,134,1/21/14,11/21/15,5.63,80,8,8,9,9,9,8
1107845,55,7/22/13,12/23/15,1.84,93,9,8,10,10,10,9
1110749,68,6/15/13,12/21/15,2.18,92,9,9,10,9,10,9
1112092,26,5/5/13,12/29/15,0.8,95,10,10,9,10,10,9
1114695,38,6/17/13,11/13/15,1.22,95,10,10,10,10,10,9
1118153,77,5/14/13,12/10/15,2.39,94,9,9,10,10,10,9
1122236,45,5/12/13,12/8/15,1.39,95,9,10,10,10,10,9
1123977,8,10/1/13,10/19/15,0.29,98,10,10,10,10,10,9
1133329,64,5/20/13,11/29/15,2,89,9,9,10,9,9,9
1136522,15,7/22/13,10/1/15,0.5,87,9,9,9,9,9,9
1136984,65,10/15/13,12/3/15,2.4,94,9,9,9,10,10,9
1141226,19,3/24/14,9/21/15,0.87,98,10,10,10,10,10,9
1142039,20,10/13/14,11/17/15,1.34,95,9,9,10,10,9,9
1145148,13,6/13/13,8/12/15,0.42,98,10,9,10,10,9,10
1145590,8,6/13/13,9/2/14,0.26,76,8,7,8,9,9,8
1145941,103,6/25/13,12/20/15,3.34,93,9,9,10,10,9,9
1146966,58,6/8/13,12/23/15,1.85,94,9,9,10,10,10,10
1147349,16,6/4/13,8/1/14,0.51,95,10,9,10,10,9,9
1148517,45,6/13/13,9/21/15,1.44,97,9,9,10,10,10,9
1150519,10,7/7/13,12/1/15,0.33,98,10,10,10,10,10,10
1157083,18,6/22/13,9/2/15,0.58,98,10,9,10,10,10,10
1159111,31,6/7/13,12/1/15,0.99,92,10,10,10,10,9,9
1159226,14,4/7/14,11/16/15,0.66,96,10,10,10,10,9,9
1163345,107,6/6/13,12/12/15,3.4,88,9,9,9,9,9,9
1167507,61,6/2/13,12/11/15,1.93,97,10,10,10,10,10,10
1171574,158,6/8/13,1/1/16,5.04,98,10,10,10,10,9,10
1175308,2,8/6/13,8/19/13,0.07,100,10,10,10,10,10,10
1179538,2,11/20/15,12/1/15,1.3,100,10,10,10,10,8,8
1184846,32,7/18/13,9/9/15,1.07,96,10,10,10,10,10,9
1187735,30,7/4/13,11/9/15,0.98,97,10,10,10,10,9,9
1190224,14,9/10/13,10/19/15,0.5,94,10,9,10,10,9,9
1190571,9,8/4/13,9/12/15,0.31,89,9,8,9,10,9,9
1198799,19,3/1/15,1/1/16,1.84,98,10,10,10,10,10,10
1198884,63,6/4/13,9/11/15,2,93,9,9,9,9,10,9
1200083,10,1/2/14,10/7/15,0.41,94,9,10,9,10,10,10
1200829,20,9/10/13,12/16/15,0.71,92,9,9,9,9,9,9
1204142,96,6/2/13,10/28/15,3.04,94,10,9,10,10,10,9
1205666,146,6/1/13,12/13/15,4.62,98,10,10,10,10,10,10
1209255,38,7/2/13,11/4/15,1.24,96,10,10,10,10,10,9
1209447,7,8/5/13,8/9/15,0.24,89,10,9,10,10,9,10
1214306,94,6/16/13,9/10/15,3.02,98,10,10,10,10,10,10
1214316,83,6/3/13,12/22/15,2.63,92,9,9,10,10,10,9
1219691,23,6/25/13,10/28/15,0.75,99,10,10,10,10,9,10
1220471,4,7/15/13,9/3/13,0.13,100,10,10,10,10,10,9
1220816,56,8/10/13,5/25/15,1.91,90,9,10,10,10,9,9
1223644,38,6/20/13,12/1/15,1.23,96,10,10,10,10,10,10
1225820,37,2/5/15,1/2/16,3.32,98,10,10,10,10,10,10
1244053,32,7/1/13,12/11/15,1.05,95,9,9,9,10,10,9
1246117,27,9/29/14,12/22/15,1.75,96,9,10,10,10,9,10
1246769,154,6/22/13,12/19/15,4.98,96,10,10,10,10,10,9
1246809,64,6/17/13,12/11/15,2.06,89,9,9,9,9,8,8
1249060,74,6/27/13,11/10/15,2.41,92,9,9,10,9,9,9
1251707,2,4/26/14,7/1/15,0.1,90,8,10,10,10,10,10
1251763,1,1/9/15,1/9/15,0.08,100,10,10,10,10,10,10
1251813,1,10/18/13,10/18/13,0.04,100,10,10,10,10,10,10
1252147,34,7/15/13,9/14/15,1.13,96,10,10,10,10,9,10
1252740,66,8/9/13,12/22/15,2.25,97,10,9,10,10,10,10
1256883,66,7/15/13,12/23/15,2.19,89,9,9,9,10,9,9
1256892,94,6/18/13,11/8/15,3.03,96,10,10,10,10,10,10
1259305,1,7/14/15,7/14/15,0.17,100,10,10,10,10,10,10
1260259,64,6/24/13,12/1/15,2.08,100,10,10,10,10,10,10
1263470,6,8/16/15,12/2/15,1.27,77,8,8,9,8,7,8
1264287,29,6/24/13,12/26/15,0.94,92,9,9,10,9,9,9
1266459,9,7/9/13,7/17/15,0.3,98,10,10,10,10,9,9
1273432,14,7/22/13,9/7/15,0.47,96,10,10,10,10,9,9
1277033,32,6/13/14,8/11/15,1.68,96,10,10,10,10,9,10
1279660,233,7/14/13,12/20/15,7.72,97,10,10,10,10,10,9
1289082,29,8/7/13,11/28/15,0.99,87,9,9,10,9,9,8
1301535,89,5/27/14,10/19/15,4.54,95,9,10,10,10,9,10
1305009,22,7/23/13,12/1/15,0.74,98,10,10,10,10,9,9
1307898,16,7/26/13,11/29/15,0.54,100,10,10,10,10,10,10
1317919,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1321090,180,8/6/13,12/20/15,6.12,96,10,10,10,10,10,10
1323446,139,7/10/13,12/20/15,4.59,97,10,10,10,9,10,10
1323634,1,1/14/14,1/14/14,0.04,100,10,10,10,10,10,10
1328159,57,7/17/13,12/5/15,1.9,98,10,10,10,10,10,10
1340668,27,7/11/13,10/1/15,0.89,89,9,8,10,9,8,9
1343805,1,9/1/13,9/1/13,0.04,91,10,10,10,8,10,8
1348777,14,8/8/13,8/29/15,0.48,94,9,9,9,10,9,9
1349175,158,7/17/13,1/1/16,5.25,96,9,10,10,10,10,9
1351716,113,7/13/13,10/13/15,3.74,95,10,10,10,10,9,9
1354750,26,11/10/14,9/8/15,1.85,94,9,9,10,10,10,9
1355094,67,7/31/13,1/2/16,2.26,91,9,9,10,10,10,9
1356339,61,9/18/13,11/22/15,2.18,96,10,10,10,10,10,9
1364440,20,8/9/13,9/26/15,0.68,100,10,10,10,10,9,10
1377812,55,7/24/13,11/28/15,1.84,98,10,10,10,10,10,10
1386306,63,8/5/13,11/10/15,2.14,96,10,10,10,10,9,10
1392332,41,7/29/13,7/31/15,1.38,98,10,10,10,10,10,9
1404307,15,11/2/14,12/23/15,1.05,99,10,10,10,10,10,10
1407502,9,6/12/14,12/2/14,0.47,89,8,9,9,9,9,9
1416279,29,5/28/14,9/10/15,1.48,93,10,9,10,10,10,9
1416763,28,8/7/13,12/31/15,0.95,90,9,9,9,10,9,9
1417880,11,7/26/13,9/3/14,0.37,85,9,9,9,9,9,9
1427103,79,9/4/13,12/6/15,2.78,95,10,10,10,10,10,9
1428687,32,8/29/13,12/31/15,1.12,99,10,10,10,10,10,10
1429904,66,9/1/13,10/21/15,2.31,95,10,10,10,10,9,9
1432713,142,8/10/13,12/31/15,4.85,93,10,9,10,9,10,9
1433440,14,2/18/14,11/3/15,0.61,88,10,10,9,9,9,9
1439237,58,8/8/13,9/15/15,1.98,98,10,10,10,10,10,10
1442973,14,9/17/13,12/20/15,0.5,97,10,10,10,9,9,10
1450262,25,8/11/13,11/29/15,0.86,99,10,10,10,10,10,10
1455269,88,8/11/13,11/2/15,3.01,97,10,10,10,10,9,10
1455908,32,9/10/13,11/8/15,1.13,97,9,10,10,10,9,9
1457330,4,7/8/14,8/31/15,0.22,95,9,10,10,10,9,10
1461971,6,4/22/14,8/25/15,0.29,93,9,10,10,10,8,10
1472532,181,8/15/13,12/27/15,6.22,95,10,10,10,10,10,9
1476298,170,8/11/13,12/22/15,5.82,94,9,10,10,10,10,9
1483944,56,9/4/13,9/7/15,1.97,92,9,9,9,10,10,10
1484651,49,11/4/13,11/7/15,1.86,93,9,9,10,10,8,9
1488166,19,8/12/13,12/1/15,0.65,97,10,10,10,10,10,9
1493197,22,9/10/13,12/7/15,0.78,95,9,10,10,10,10,9
1494828,81,8/29/13,12/7/15,2.83,98,10,10,10,10,10,10
1494986,10,9/6/13,12/5/15,0.35,100,10,10,10,10,9,10
1495271,4,8/26/13,8/8/15,0.14,95,9,10,10,10,10,9
1499596,6,11/30/14,7/6/15,0.45,90,9,8,9,10,8,9
1511620,8,9/15/13,9/13/15,0.29,93,10,8,10,10,10,9
1513847,20,9/29/13,12/17/15,0.72,99,10,10,10,10,10,9
1520449,7,10/2/13,10/2/15,0.25,91,9,9,10,10,10,9
1520501,4,8/30/14,6/23/15,0.24,70,10,8,9,9,10,7
1520533,10,9/20/13,10/20/15,0.36,90,8,7,9,9,10,8
1520549,4,12/23/13,10/1/15,0.16,80,10,8,10,10,10,9
1520581,9,12/20/13,6/23/15,0.36,91,9,7,10,10,10,9
1520593,10,9/30/13,9/5/15,0.36,72,8,6,9,9,10,8
1521633,8,8/23/13,10/6/15,0.28,80,9,9,9,9,9,7
1525972,31,8/19/13,10/19/15,1.07,93,9,10,10,10,10,9
1531458,29,9/1/13,9/21/15,1.02,89,9,9,9,9,9,9
1534622,16,9/9/13,11/6/15,0.57,83,9,9,9,9,10,8
1537246,55,8/26/13,12/26/15,1.91,97,10,10,10,10,10,10
1538865,16,9/30/13,9/8/15,0.58,96,10,9,10,10,10,10
1539463,30,10/9/13,8/24/15,1.1,98,10,10,10,10,10,10
1539476,47,9/1/13,10/28/15,1.65,97,10,10,10,10,10,10
1541705,14,9/2/13,5/2/15,0.49,80,9,8,8,9,9,9
1545801,23,9/5/13,9/21/15,0.81,90,9,9,9,10,10,9
1547337,57,8/30/13,12/21/15,1.99,94,10,9,10,10,10,9
1549973,7,9/3/13,11/9/14,0.25,66,6,8,8,8,7,6
1556170,68,10/14/13,10/28/15,2.51,91,9,10,10,10,9,9
1557314,4,9/5/13,8/22/15,0.14,95,10,10,10,10,10,10
1561256,60,9/4/13,8/29/15,2.11,97,10,10,10,10,10,10
1562643,23,12/8/14,1/2/16,1.76,90,10,9,9,9,9,9
1566487,104,8/27/13,12/8/15,3.62,95,10,10,10,10,8,9
1571230,12,9/3/13,10/25/15,0.42,68,9,8,8,8,8,7
1579615,44,9/5/13,12/21/15,1.55,98,10,10,10,10,10,10
1583047,6,9/23/13,8/31/15,0.22,87,10,9,9,9,10,8
1589461,5,9/7/13,8/18/15,0.18,70,8,8,8,10,9,8
1589681,9,9/28/15,11/28/15,2.73,98,10,10,10,10,10,10
1593939,69,9/1/13,9/27/15,2.42,91,9,10,10,10,10,9
1593991,46,6/26/14,10/6/15,2.47,98,10,10,10,10,10,9
1594219,21,10/2/13,9/26/15,0.76,99,10,10,10,10,9,10
1594313,16,9/5/13,9/20/15,0.56,93,9,9,10,10,9,9
1594328,9,9/16/13,12/28/15,0.32,96,10,10,10,10,10,10
1594412,2,6/20/15,8/8/15,0.3,90,9,10,10,10,10,10
1599856,138,10/1/13,12/30/15,5.01,92,9,9,10,10,9,9
1601714,35,9/23/13,8/2/14,1.26,90,9,9,9,10,9,9
1602421,18,12/17/13,12/1/15,0.72,93,9,9,10,10,10,10
1602488,118,10/1/13,11/15/15,4.29,93,10,9,9,9,10,10
1606171,166,10/2/13,12/31/15,6.04,93,9,9,10,10,9,10
1609922,26,10/14/13,11/29/15,0.96,94,10,9,10,10,10,9
1614502,71,6/8/14,11/8/15,3.7,97,10,10,10,10,10,10
1618842,115,1/15/14,12/15/15,4.79,99,10,10,10,10,10,10
1622794,100,10/14/13,11/21/15,3.69,98,10,10,10,10,10,9
1623894,82,3/25/14,12/28/15,3.78,99,10,10,10,10,10,10
1633025,66,9/19/13,12/16/15,2.36,94,10,9,10,10,10,10
1633986,32,7/22/14,1/2/16,1.8,96,10,9,10,10,10,9
1651324,88,11/12/13,12/16/15,3.37,89,9,9,10,10,9,9
1652097,22,6/23/14,12/8/15,1.18,86,9,9,9,10,9,8
1652107,56,10/14/13,12/23/15,2.07,92,9,9,10,10,8,9
1672979,18,12/10/13,8/17/15,0.71,96,9,9,10,10,8,10
1684236,49,10/18/13,11/16/15,1.82,98,10,10,10,10,10,10
1686930,62,10/8/13,12/7/15,2.27,97,10,10,10,10,10,9
1686958,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1692318,12,11/2/14,10/28/15,0.84,92,9,10,10,9,9,9
1696015,15,3/7/14,11/2/15,0.67,95,9,9,10,10,10,9
1696194,11,3/28/14,10/6/15,0.51,96,9,9,10,10,9,9
1702092,6,6/21/14,10/31/15,0.32,100,10,10,10,10,10,10
1707064,168,9/30/13,12/1/15,6.09,96,10,10,10,10,10,9
1709737,24,10/17/13,8/8/15,0.89,91,10,8,10,10,9,9
1715582,25,10/13/13,11/27/14,0.92,100,10,10,10,10,9,10
1716901,15,6/5/15,12/15/15,2.1,97,10,9,10,10,10,10
1724849,11,12/2/13,11/1/14,0.43,93,10,8,9,10,10,10
1732280,6,7/11/14,6/15/15,0.33,97,10,10,10,10,10,9
1732441,48,12/28/13,1/1/16,1.95,98,10,9,10,10,9,10
1733747,41,12/1/13,10/21/15,1.61,97,9,10,10,10,9,10
1737244,11,3/20/15,10/13/15,1.13,91,10,10,10,10,10,9
1738425,46,11/28/13,11/2/15,1.8,97,9,10,10,10,9,10
1742425,48,11/12/13,12/20/15,1.84,93,9,9,10,10,10,9
1747184,24,6/28/14,9/14/15,1.29,99,10,10,10,10,10,10
1750010,12,6/1/14,8/23/15,0.62,76,8,9,10,9,9,7
1750681,80,6/12/14,11/11/15,4.2,96,10,10,9,10,9,10
1758935,206,10/14/13,12/26/15,7.6,95,10,10,10,10,9,10
1761870,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1762354,24,10/14/13,12/10/15,0.89,96,10,10,10,10,10,9
1763809,73,3/3/14,12/29/15,3.25,95,9,9,10,10,10,10
1764233,12,11/26/13,9/1/15,0.47,65,8,6,8,8,9,8
1768883,6,10/21/13,7/14/15,0.22,93,9,9,10,10,9,8
1772119,68,12/30/13,11/29/15,2.77,100,10,10,10,10,10,10
1773803,124,10/17/13,12/6/15,4.59,82,9,8,9,9,9,8
1775016,67,9/30/14,12/10/15,4.35,93,10,10,10,10,10,9
1777158,28,11/25/13,11/8/15,1.09,100,10,10,10,10,10,10
1778989,53,2/17/14,12/29/15,2.31,95,10,9,10,10,9,9
1781723,40,5/19/14,12/18/15,2.01,96,10,9,10,10,10,10
1781873,57,3/9/14,12/1/15,2.56,92,10,9,10,10,9,9
1782140,87,10/30/13,12/18/15,3.27,94,10,10,10,10,10,9
1783382,15,12/31/13,9/28/15,0.61,98,10,9,10,10,9,9
1786923,9,3/30/14,9/30/15,0.42,93,9,10,9,10,9,9
1789341,17,4/20/14,11/28/15,0.82,99,10,10,10,10,10,10
1790020,193,10/27/13,12/28/15,7.24,90,9,9,9,9,10,9
1793138,13,10/28/13,10/7/15,0.49,95,10,9,10,10,10,10
1796217,12,5/15/14,11/23/15,0.6,95,10,10,10,10,9,9
1796302,150,11/12/13,12/10/15,5.74,98,10,10,10,10,10,10
1796861,14,7/26/14,11/29/15,0.8,98,10,10,10,10,10,9
1797207,9,6/23/14,12/19/15,0.48,96,10,10,9,10,10,9
1799255,55,1/13/14,11/17/15,2.29,97,10,9,10,10,10,10
1802663,49,10/22/13,1/1/16,1.83,94,10,10,10,10,10,9
1806899,70,4/25/14,12/22/15,3.39,96,10,10,10,10,9,10
1815304,139,11/8/13,12/31/15,5.29,91,9,8,10,10,10,9
1815472,75,12/22/13,12/6/15,3.02,89,9,9,9,9,8,9
1815677,9,2/9/15,12/14/15,0.82,100,10,10,10,10,10,10
1817878,4,11/22/13,9/1/15,0.16,95,9,10,10,10,9,10
1818754,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1818768,56,10/27/13,9/29/15,2.1,95,10,9,10,10,10,9
1820794,106,1/7/14,12/30/15,4.37,99,10,10,10,10,10,10
1826155,75,1/11/14,12/17/15,3.11,100,10,10,10,10,10,10
1827586,17,1/20/14,7/15/15,0.71,94,10,9,10,10,10,10
1828232,8,6/17/14,5/4/15,0.42,95,10,10,10,10,9,10
1831338,17,6/11/14,8/9/15,0.89,79,9,8,9,9,9,8
1833250,22,3/2/14,10/28/15,0.98,97,10,9,10,9,10,10
1840671,11,7/13/14,9/7/15,0.61,87,9,8,10,10,10,8
1844791,29,12/10/13,10/4/15,1.15,96,10,9,10,10,10,9
1851837,9,12/30/13,5/19/15,0.37,96,9,10,9,10,9,9
1851863,28,11/27/13,9/27/15,1.09,96,10,10,10,10,9,10
1856253,30,11/8/13,11/7/15,1.14,100,10,10,10,10,10,10
1856851,45,12/13/13,11/23/15,1.79,95,9,10,10,10,9,9
1856970,183,1/27/14,12/30/15,7.75,97,10,10,10,10,9,10
1857141,44,11/4/13,1/3/16,1.67,94,10,9,10,10,10,9
1872885,5,12/1/14,12/13/15,0.38,100,9,9,10,9,9,9
1880734,20,12/1/13,8/11/15,0.78,96,10,10,10,10,10,10
1882316,37,2/17/14,12/27/15,1.62,93,9,10,9,10,9,9
1885801,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1897000,15,1/3/14,7/28/15,0.61,98,9,9,10,10,10,9
1898511,34,11/23/13,10/13/14,1.32,95,9,10,9,10,9,9
1900698,81,12/3/13,11/2/15,3.18,91,9,9,10,10,9,9
1901706,15,6/24/14,9/29/15,0.8,96,10,9,10,10,10,9
1905473,6,6/2/14,6/18/15,0.31,88,10,8,9,10,8,9
1909058,58,1/27/14,12/7/15,2.46,99,10,10,10,10,10,10
1914051,66,2/18/14,12/13/15,2.89,95,10,10,10,10,10,10
1920477,24,5/25/14,8/21/15,1.22,98,10,10,10,10,9,10
1925661,23,5/28/14,11/29/15,1.18,96,10,10,10,10,9,9
1928010,132,12/25/13,11/29/15,5.34,95,10,10,10,10,10,9
1935439,3,6/22/14,10/4/15,0.16,80,10,8,8,7,10,9
1940787,6,8/5/14,7/14/15,0.35,97,10,10,10,10,9,9
1944596,29,1/5/14,12/2/15,1.19,97,10,10,10,10,10,10
1950012,34,8/18/14,5/30/15,2.02,97,10,9,10,10,9,10
1950446,136,12/23/13,12/9/15,5.49,84,9,8,9,9,9,9
1954452,71,2/2/14,11/2/15,3.03,96,9,10,10,10,10,9
1956094,82,12/31/13,12/30/15,3.35,94,10,10,10,10,10,9
1956274,48,2/20/14,12/1/15,2.11,100,10,10,10,10,10,10
1956553,54,3/3/14,10/6/15,2.41,96,10,9,10,10,9,10
1961671,20,3/9/14,12/28/15,0.9,100,10,10,10,10,10,10
1961950,17,12/9/14,12/25/15,1.3,98,10,10,10,10,10,10
1970725,43,5/27/14,10/20/15,2.19,99,10,10,10,10,10,9
1974131,182,12/2/13,12/29/15,7.15,100,10,10,10,10,10,10
1976382,32,2/18/14,10/30/15,1.4,95,10,10,10,10,10,9
1978743,49,2/20/14,11/20/15,2.15,99,10,10,10,10,10,10
1980283,34,7/22/14,8/19/15,1.92,94,10,10,10,10,9,10
1980395,17,3/1/14,12/3/15,0.76,92,10,10,10,9,9,10
1983713,13,4/21/14,12/28/15,0.63,97,10,10,10,10,10,10
1984692,5,6/20/14,4/13/15,0.27,100,10,10,10,10,9,10
1984962,22,4/29/14,10/3/15,1.07,96,9,10,10,10,9,9
2004931,48,1/1/14,10/22/15,1.96,96,9,10,10,10,10,9
2011193,4,8/20/14,8/21/15,0.24,93,10,9,10,10,10,9
2016613,16,1/1/14,12/1/15,0.65,94,10,9,10,10,8,9
2020505,63,2/18/14,10/19/15,2.76,99,10,10,10,10,10,10
2026794,100,1/18/14,12/12/15,4.18,91,9,9,10,10,10,9
2027236,144,12/28/13,12/1/15,5.85,93,9,10,10,9,9,10
2032805,52,1/2/14,11/17/15,2.13,100,10,10,10,10,10,10
2033191,55,5/18/14,12/30/15,2.76,100,10,10,10,10,10,10
2037250,23,3/6/14,10/11/15,1.03,97,10,10,10,10,10,9
2039149,121,1/30/14,12/21/15,5.15,91,9,9,10,10,9,9
2051658,4,3/8/14,10/19/15,0.18,100,10,10,10,10,9,9
2056276,1,8/14/14,8/14/14,0.06,100,10,10,10,10,8,8
2060441,10,6/23/14,9/15/15,0.53,88,9,10,10,10,9,9
2061463,1,12/14/15,12/14/15,1,100,10,10,10,10,10,10
2068301,14,3/10/14,1/4/15,0.63,99,10,10,10,10,10,9
2069917,18,2/9/15,12/10/15,1.64,91,10,10,10,10,9,9
2071305,11,6/22/14,12/5/15,0.59,100,10,10,10,10,9,10
2075094,35,1/6/14,10/4/15,1.44,92,9,9,10,9,10,9
2103939,33,1/2/14,11/15/15,1.35,89,9,10,9,9,9,9
2110357,191,12/30/13,12/21/15,7.79,97,10,9,10,10,10,10
2112625,18,1/15/14,12/21/15,0.75,98,10,10,10,10,9,10
2130652,96,1/12/14,12/18/15,3.98,91,9,9,10,9,9,9
2134911,5,6/25/14,9/11/14,0.27,92,9,9,7,9,8,10
2149219,13,7/25/14,10/6/15,0.74,92,10,10,10,10,9,9
2150760,40,3/16/14,9/28/15,1.82,94,10,10,10,9,9,9
2154617,159,2/17/14,12/18/15,6.94,96,10,9,10,10,10,9
2158992,4,8/7/15,10/21/15,0.79,100,10,10,10,10,10,10
2186330,22,5/22/14,9/1/15,1.11,90,9,9,9,9,10,8
2187563,37,5/28/14,12/11/15,1.89,93,10,10,10,10,10,9
2187906,21,3/17/14,12/22/15,0.96,93,10,9,10,10,9,9
2191169,18,1/27/14,12/13/15,0.76,94,9,10,10,10,10,9
2191633,6,2/26/14,10/3/15,0.27,90,9,9,10,10,10,9
2194715,50,2/3/14,12/23/15,2.14,94,10,9,10,10,10,9
2197168,79,1/27/14,1/1/16,3.35,99,10,10,10,10,10,10
2197982,72,2/19/14,12/6/15,3.15,98,10,10,10,10,9,10
2203983,29,2/10/14,12/6/15,1.25,94,9,10,10,10,9,9
2208757,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2211594,69,3/11/14,1/2/16,3.11,93,10,10,10,9,10,9
2215336,4,7/22/14,10/26/15,0.23,95,10,9,10,10,9,10
2217257,27,5/7/14,10/19/15,1.33,96,10,10,10,10,10,9
2238105,62,2/16/14,12/28/15,2.7,97,10,10,10,10,10,9
2249292,63,3/3/14,1/1/16,2.81,97,10,10,10,10,10,10
2256124,36,2/10/15,10/26/15,3.28,94,9,9,10,10,9,9
2260626,86,2/9/14,12/1/15,3.71,88,9,9,9,10,9,9
2263643,57,6/15/14,12/17/15,3.01,89,9,9,9,10,9,9
2267088,60,2/22/14,12/29/15,2.64,97,10,10,10,10,10,10
2268329,23,2/20/14,10/4/15,1.01,91,10,9,9,9,10,9
2274086,17,5/20/14,7/31/15,0.86,89,10,9,10,10,10,9
2277640,86,5/4/14,12/12/15,4.22,99,10,10,10,10,10,10
2284536,111,2/23/14,12/20/15,4.89,92,9,9,10,10,10,9
2297917,45,2/16/14,10/20/15,1.96,96,10,10,10,10,9,9
2298775,23,4/16/14,11/21/15,1.1,94,10,9,10,10,9,10
2303981,4,7/6/14,2/17/15,0.22,100,9,10,10,10,9,10
2309250,23,5/21/14,10/21/15,1.16,100,10,10,10,10,10,10
2332949,38,5/19/14,11/22/15,1.91,95,9,9,9,10,9,9
2339333,6,6/29/15,7/28/15,0.95,100,10,10,10,10,9,9
2350464,17,3/11/14,9/22/15,0.77,99,10,10,10,10,10,10
2352218,47,4/11/14,8/25/15,2.22,96,10,10,10,10,9,10
2357110,4,5/28/15,9/28/15,0.54,93,9,7,10,10,9,9
2367298,109,2/16/14,12/14/15,4.75,94,9,9,10,10,10,9
2373176,72,2/22/14,1/3/16,3.17,97,10,10,10,10,10,10
2385623,23,2/22/14,9/13/14,1.01,98,9,10,10,10,10,9
2386589,46,3/3/14,12/29/15,2.05,95,9,9,10,10,10,9
2387265,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2387605,61,9/14/14,12/21/15,3.83,98,10,10,10,10,9,10
2391699,103,6/1/14,12/29/15,5.3,99,10,10,10,10,10,10
2392869,95,2/23/14,12/23/15,4.19,93,10,10,10,10,10,9
2396734,23,3/26/14,10/19/15,1.06,98,10,10,10,10,10,10
2399736,81,3/3/14,12/10/15,3.61,93,10,9,10,10,9,9
2406966,12,9/23/14,10/29/15,0.77,100,10,10,10,10,10,10
2412633,12,3/6/14,9/29/15,0.54,96,10,9,10,10,10,10
2413338,18,4/2/14,9/10/15,0.84,99,10,10,10,10,10,10
2418658,135,3/3/14,12/20/15,6.02,92,9,9,9,10,10,9
2419879,6,6/30/14,8/2/15,0.32,83,10,9,10,10,10,10
2420536,76,4/17/14,12/26/15,3.63,95,10,10,10,10,9,10
2426152,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2441908,74,3/3/14,12/29/15,3.3,98,10,10,10,10,10,10
2459519,13,4/13/15,11/29/15,1.46,94,9,10,10,9,9,9
2467550,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2471659,80,8/11/14,12/29/15,4.69,96,10,10,10,10,9,9
2471731,6,8/17/14,9/11/15,0.36,100,9,10,10,10,10,10
2472850,28,5/19/14,9/7/15,1.41,82,9,8,9,9,9,8
2474569,34,6/25/14,9/13/15,1.82,91,10,9,10,10,9,9
2481189,53,3/17/14,11/23/15,2.41,96,10,10,10,10,9,10
2481869,38,5/1/14,10/11/15,1.86,96,10,10,10,10,10,10
2484067,29,4/28/14,11/29/15,1.41,96,9,10,10,10,10,10
2486612,65,3/7/14,12/30/15,2.91,91,9,9,10,10,9,9
2487892,75,3/26/14,12/20/15,3.46,94,10,9,10,10,10,10
2488228,104,7/7/14,12/23/15,5.7,99,10,10,10,10,10,10
2489283,10,4/1/14,10/5/15,0.47,100,10,10,10,10,10,10
